gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
ZBTB8OS,0.31581275082386284,0.02256327038062861,0.031,0.028,1
RAD54L2,0.31605662557713937,0.08583514211521304,0.217,0.22,1
CCDC125,0.31628910659771625,0.0011041513109683043,0.007,0.009,1
FAM89A,0.3164101417678396,-2.657541700910246e-4,0.011,0.012,1
ACTR5,0.31670437651751393,-4.7867171760287985e-4,0.023,0.025,1
ZNF467,0.31713740819541136,0.012915270151354574,0.066,0.072,1
PDXDC1,0.3171673438992723,0.04169975646613061,0.139,0.15,1
PPIL3,0.3171971442761904,0.007811675525770362,0.044,0.048,1
LOC100220740,0.3177270034914162,-0.005587829623157126,0.013,0.015,1
PDCD6IP,0.31775545951205897,0.02329971264271591,0.115,0.124,1
KIAA0586,0.3181867734319402,0.07746551503563726,0.209,0.21,1
PSMA7,0.318672799385188,0.012957158127758495,0.049,0.053,1
TMED2,0.31870834666026615,0.05398474245022772,0.124,0.121,1
DPY19L3,0.31944602029390984,0.028644086363588395,0.114,0.122,1
DAPL1,0.3195652488772256,0.0037984534797251114,0.001,0,1
LOC115491082,0.3195652488772256,0.002409794642162839,0.001,0,1
RBM44,0.3197168402717281,0.002468633518023327,0.001,0,1
SLC7A6,0.31972150973923613,0.042845702365156835,0.071,0.068,1
SLC5A8,0.3198179273296494,0.0020050860024170758,0.001,0,1
SRGN,0.31988183715989915,0.018558770924392565,0.002,0.001,1
COG8,0.31991903529012183,0.0064955916072033035,0.001,0,1
PROCR,0.31991903529012183,0.002694849094289929,0.001,0,1
LOC115496088,0.31991903529012183,0.0021472234642982797,0.001,0,1
MUC1,0.3199695971088004,0.0018771868231896832,0.001,0,1
LOC100220484,0.32002016415309936,0.0012187454774167678,0.001,0,1
FOXJ2,0.32005514562352033,0.03690169661898535,0.08,0.087,1
LOC105760050,0.3201213139185344,0.0012411837579301378,0.001,0,1
NFAM1,0.32014988124161436,-0.0026962705176676385,0.011,0.013,1
DLD,0.3202001569041016,0.05327803767732198,0.091,0.087,1
EDAR,0.32032367615657653,-6.871019027193067e-4,0.001,0,1
SMARCB1,0.32034060187540647,0.006377595095829358,0.042,0.045,1
IDH2,0.32034362616856155,-0.0020507330364545277,0.003,0.005,1
LOC100217677,0.32056499717425024,0.0029157457345099736,0.002,0.001,1
LOC115492080,0.3205889784101074,0.005125150418680461,0.002,0.002,1
PARK7,0.32062236584886583,0.03611137727490166,0.107,0.116,1
MYO1F,0.32067894981770695,0.0038937490543516752,0.002,0.001,1
LOC115497805,0.32071427061760793,0.007246101749926731,0.006,0.004,1
OCA2,0.3207549329514942,0.0022404725748640716,0.002,0.001,1
LOC100230033,0.3208474124749257,0.00460373793433801,0.002,0.002,1
LOC115495113,0.32086892952551743,0.001656546354952475,0.002,0.001,1
WDCP,0.3208689297093349,0.0020987443363727253,0.002,0.001,1
GALR1,0.3209669219520024,0.006041628547086617,0.003,0.002,1
ADAMTS14,0.3211820584146062,0.00328202824591593,0.002,0.002,1
TACC3,0.321211078793555,1.5029564256738726e-4,0.002,0.001,1
PEX11A,0.3212600536851229,1.1123626530762203e-4,0.003,0.005,1
VSTM2L,0.32157209835512107,0.028322105138461395,0.088,0.094,1
VPS26A,0.32173710615195067,0.004670586261249915,0.047,0.052,1
LOC115494671,0.3218927613411328,-0.0024601863775256423,0.009,0.011,1
ZNF131,0.32223362554107976,0.004937115182868164,0.019,0.022,1
ASCL1,0.322312860367258,0.0029381591675746842,0.003,0.002,1
GRIN2C,0.3226472313795549,0.005696527827719327,0.007,0.006,1
LOC115491636,0.32270549109262225,-5.367843087469917e-4,0.006,0.007,1
SELENOH,0.3227538244560034,0.0036476462628650327,0.015,0.017,1
ITGB4,0.3229544085326767,-0.0038780645030638107,0.002,0.003,1
LOC115492425,0.32303760170330825,0.009841420202157797,0.01,0.009,1
TMEM70,0.32304409889477176,0.023485815064984122,0.072,0.078,1
MCM9,0.3231276843397206,0.010992981745177523,0.019,0.017,1
LOC100225918,0.3234080574255949,0.004046295498044167,0.004,0.003,1
TMEM109,0.32347180288515803,0.0230322039600305,0.046,0.043,1
CHCHD3,0.3241927924880202,0.04692493141636822,0.336,0.367,1
KANK4,0.3243253388202073,2.3474616182819416e-4,0.007,0.009,1
COL22A1,0.3249909944236332,1.2353240202426195e-4,0.002,0.003,1
CHCHD5,0.32511939071825713,0.01175590002018223,0.038,0.042,1
VDAC3,0.3251815838335263,0.07485586875618988,0.291,0.302,1
R3HCC1L,0.3252066572323654,0.00738626458578491,0.024,0.027,1
ALKBH5,0.32552313420253576,0.02843423913334342,0.092,0.1,1
SPOCK2,0.32583418624484833,0.02471546972798544,0.669,0.746,1
PRKAG1,0.3258904161713979,0.00272668860078365,0.013,0.015,1
OLAH,0.3262869502419942,1.5580514336936344e-4,0.008,0.009,1
OSGEP,0.3266112862704085,0.0015873054108378765,0.002,0.003,1
FAM161B,0.32667182443545817,0.01576961706235297,0.07,0.075,1
HEXD,0.3268020735457289,-0.0014993283584720934,0.013,0.015,1
ONECUT1,0.326865541765926,0.02312971148837427,0.03,0.027,1
LOC115493484,0.32694741541263406,-0.004600584141674486,0.004,0.005,1
PTPN12,0.3270685116687445,0.06787363668544644,0.241,0.244,1
ACVR1,0.3272237667325769,0.049978796991059726,0.116,0.113,1
GLRA3,0.32766730636616204,0.009777053001111868,0.035,0.038,1
CEP131,0.3280023665010847,0.012962743625225412,0.04,0.044,1
ABHD14A,0.3281139009095307,0.031988400463866445,0.049,0.046,1
NAGPA,0.3283164166675604,0.003772626597728146,0.026,0.029,1
NDUFAF7,0.3283906368559755,0.014604909523470683,0.044,0.048,1
CLEC3B,0.3286511123504506,0.02379684074186056,0.026,0.024,1
TMEM87A,0.32950785221657414,0.02222484351133658,0.098,0.105,1
SALL1,0.3295335203076294,-1.1924816084482592e-4,0.024,0.027,1
TCAF2,0.3295749475633754,-0.0030578180775299516,0.005,0.006,1
EBNA1BP2,0.3299765229855848,0.002182732487983244,0.018,0.02,1
LOC100220241,0.33000214610531914,-0.0027641175530485037,0.002,0.002,1
SLC12A8,0.33002701798032524,5.980787494975111e-4,0.008,0.009,1
STRADA,0.3303769017152644,0.016084983042841894,0.057,0.062,1
TEC,0.33059862948066926,-0.0023514802812173025,0.002,0.002,1
PDGFD,0.33069309643261613,-0.002068819055742202,0.008,0.01,1
ZDHHC12,0.3310499972296343,-0.003540659904758516,0.005,0.006,1
SUCLA2,0.3311271255741601,0.05536744794258064,0.129,0.126,1
LOC115490725,0.33122568741973213,-5.802375404709553e-4,0.002,0.002,1
MRPS35,0.3313109030074597,0.012194657232983575,0.058,0.063,1
RNF220,0.3313685622655615,0.15112702114259124,0.193,0.193,1
CHPF,0.33145310601837086,0.021281506157067247,0.023,0.021,1
SPPL2A,0.33146339853294965,0.022933672961615525,0.07,0.076,1
ZDHHC3,0.33166308496485736,0.01613351015403547,0.069,0.074,1
ADAMTSL2,0.33179352245757754,0.014543691759580049,0.031,0.029,1
LOC100225774,0.3319654804022464,0.008641417640252422,0.005,0.003,1
ATP2C1,0.3325078202815017,0.08273944012355028,0.389,0.417,1
DNTT,0.3326131724675413,0.002703998817145885,0.005,0.006,1
PPP1CB,0.332732174636245,0.04625395126789744,0.25,0.27,1
CANT1,0.33303323704725696,0.022490521650020023,0.023,0.021,1
MAP1LC3A,0.3331489766516787,0.01358598681799228,0.029,0.032,1
TCF7L1,0.3332527787254072,0.00503332995316871,0.005,0.003,1
KLF10,0.33327879734970434,0.008775020194350752,0.007,0.006,1
BCHE,0.333659320205961,0.031019223977597432,0.045,0.042,1
BMP2,0.3337613398096568,0.014451172805079272,0.017,0.015,1
KLHL20,0.33401348243949536,0.012760647302691663,0.033,0.036,1
C1H11orf54,0.3344905971924114,0.006040797602943571,0.009,0.007,1
LOC100228780,0.33451231338503246,0.005213715146251447,0.003,0.002,1
LOC115492718,0.33468434754327775,0.01893458818324481,0.043,0.047,1
EP300,0.33511728691438025,0.04555560982276252,0.261,0.283,1
DNAJC11,0.3353806628814018,0.024077975385501577,0.043,0.04,1
SNX17,0.3355269007476382,0.016819014003575772,0.047,0.052,1
GPR78,0.33568887269536424,0.05464122873581717,0.118,0.116,1
CERK,0.3360067470223428,0.01617854539973651,0.106,0.114,1
CDC37,0.33629067442368393,0.03798442226745813,0.067,0.064,1
ZBTB6,0.33640479988206334,0.023269051658226486,0.019,0.017,1
AJM1,0.33646668117278894,0.0037207093255535797,0.016,0.018,1
RPL34,0.3368464150686444,0.10497014237853047,0.058,0.055,1
SDF2,0.336861299254363,0.001223555257522338,0.018,0.021,1
GABRA5,0.3369193625026664,0.011907313260442809,0.6,0.655,1
AGTR1,0.3369318138459052,-0.001211333621360491,0.003,0.004,1
LOC100232385,0.3373366049722675,-0.0025052659554989504,0.004,0.005,1
CZH9orf64,0.33737937195137957,-0.0015441361086709418,0.016,0.018,1
LOC100217561,0.3375529791077996,-8.300735526943631e-4,0.003,0.004,1
ILDR1,0.3378513997607712,6.7253901220817e-4,0.003,0.004,1
LOC115492009,0.3379138059221357,0.0013673240226055525,0.014,0.016,1
LOC100220322,0.33794864116346784,0.005674974620549032,0.006,0.005,1
CNGB3,0.33805808623696576,-0.00320686206562101,0.004,0.005,1
REL,0.3380580862905098,-0.0012381134587727185,0.004,0.005,1
INPP5J,0.33816400652032436,0.043108291463881176,0.07,0.077,1
TSC22D2,0.33833521179329507,0.015220208566763982,0.052,0.056,1
LOC115491968,0.3385631094958984,0.010315581252363974,0.011,0.009,1
ZDHHC20,0.33902952824356475,0.02071255318350007,0.11,0.116,1
LOC100227695,0.3390798224031325,0.027457280945425655,0.119,0.128,1
KLHL7,0.3390960322974406,0.03864810041042943,0.102,0.109,1
INO80C,0.3391900289931022,0.016240845203512128,0.052,0.056,1
ISCA1,0.3395314949643146,0.047117688294619375,0.135,0.145,1
CHST1,0.3395384839643935,0.017228084361158608,0.077,0.082,1
LOC100225852,0.33964268639876516,-6.817081998499244e-5,0.005,0.006,1
LOC115491027,0.33999115046801176,0.011142663855229135,0.015,0.018,1
VASN,0.34013382510690204,-0.005125872073647817,0.008,0.01,1
GPNMB,0.34018776585260224,-7.857634009712545e-4,0.007,0.008,1
ACMSD,0.3402523498365568,0.0027980763052250337,0.002,0.002,1
POU2AF1,0.34031315309916105,5.024092669660965e-4,0.002,0.002,1
GCK,0.34040548501829204,0.007486926330228483,0.005,0.004,1
RSPH14,0.3404248645510902,0.058331375796786544,0.163,0.163,1
KIAA0355,0.3404401871078452,0.028650606990540894,0.104,0.111,1
LOC115498139,0.3410692280297118,0.009580601412813281,0.011,0.009,1
NCMAP,0.34113482361240727,-0.0023773896934139948,0.001,0.002,1
H2AFV,0.3411902318556067,0.03878559755223998,0.309,0.338,1
DLK2,0.3412099583908778,0.004846547761758722,0.005,0.004,1
RBBP4,0.34128333504757585,0.01718902751310955,0.054,0.059,1
LOC115491584,0.34139732704946507,0.010856688599564044,0.011,0.01,1
LOC115492241,0.34147738021620744,0.017530900255910302,0.018,0.016,1
LOC115492299,0.3416196951514325,-7.753991477615603e-4,0.001,0.002,1
CARD11,0.3416196951514325,-0.004033238904877494,0.001,0.002,1
CPSF1,0.34176897507964843,-7.736269775215042e-4,0.001,0.002,1
SLC39A13,0.3418158527516746,-0.0017404353302083522,0.007,0.008,1
ASPHD2,0.34182008755110993,0.02967304680283127,0.034,0.031,1
LOC115493098,0.3418249656488399,-2.278434800010139e-4,0.001,0.002,1
LOC100223404,0.3418809624126118,7.61988208712636e-4,0.001,0.002,1
GPATCH1,0.3419469275140237,0.01633734687728383,0.071,0.076,1
LOC100228066,0.34232952789286064,0.016616533944949524,0.073,0.079,1
FOXP4,0.3423401514620749,0.016549854838639827,0.018,0.016,1
SLC35C1,0.3424412511741114,-5.317868648554904e-5,0.001,0.002,1
TADA2B,0.34260325601353264,0.01776665993836516,0.018,0.016,1
DTX3L,0.3428707516172584,0.009858148419643161,0.006,0.005,1
SRD5A1,0.3428783142395809,-0.007802290381347436,0.008,0.01,1
RBP4,0.3434654373316935,9.452115725008953e-4,0.007,0.008,1
SLC52A3,0.34356316728096176,-0.002596712941603487,0.005,0.006,1
CENPM,0.34362416096986553,0.00858390622176125,0.008,0.006,1
LOC100232514,0.3436852367916965,0.01563589251378425,0.073,0.079,1
SAP18,0.3437299293002008,0.06384968126802504,0.227,0.23,1
N4BP2,0.34388048525407866,0.03090505536988908,0.167,0.178,1
LOC100219522,0.3440730796767102,0.059184898996349544,0.147,0.145,1
TSEN54,0.34420526020817527,0.0110616886838516,0.037,0.041,1
GIPC3,0.3442697873963943,-1.0865792404203892e-4,0.008,0.01,1
BAALC,0.3446278032577761,0.020852433143835225,0.035,0.032,1
DCBLD1,0.3447098552227929,0.04908847838138608,0.542,0.576,1
POLG2,0.3447355338085098,0.0028463307787429046,0.012,0.014,1
LOC100229886,0.3455288494095328,-0.0023706888079339534,0.004,0.005,1
LOC100220586,0.34566079003951855,0.020456614944266566,0.022,0.019,1
GGT5,0.3459097581799652,-0.004370528261725954,0.004,0.005,1
DIO2,0.3459141948928182,-0.012549488484245128,0.014,0.017,1
EXTL2,0.34617332721633687,0.023821263510505675,0.108,0.116,1
CH25H,0.346196942423025,-0.004116458266467646,0.002,0.003,1
PEBP1,0.34625413089147633,0.039566701648692026,0.254,0.275,1
TPRKB,0.3464027707803812,-8.239986081153006e-5,0.005,0.006,1
POU2F3,0.34698396232371365,0.004437029516059333,0.004,0.003,1
PLRG1,0.34702842857906674,0.024241222247031985,0.051,0.055,1
LAMTOR1,0.34725410010187446,0.039533392280002966,0.049,0.046,1
LOC100231797,0.3473252521815579,-0.0024055924922006177,0.002,0.003,1
RTN4RL1,0.3473840510206755,0.014412451212874745,0.014,0.012,1
TRAF3IP2,0.3476351349423666,-0.00427369142644024,0.009,0.01,1
SMC2,0.34765613430525544,0.007982626606677628,0.009,0.008,1
SP8,0.347752007130574,-0.0025392784863054636,0.003,0.004,1
CARNS1,0.34800438860011934,0.014426123879816816,0.023,0.02,1
PLOD1,0.3480775658603351,0.0048465633140511236,0.015,0.013,1
ABHD2,0.34850475775512335,0.0586312524289882,0.112,0.11,1
PSMG1,0.3486283435975793,0.037121921055910834,0.054,0.051,1
IL21R,0.3486971109497105,0.008638616641928661,0.006,0.005,1
LOC105758559,0.34875655742560907,0.004686388270963804,0.002,0.001,1
LOC100222686,0.34890781812902316,0.005041979705388257,0.002,0.001,1
NMRAL1,0.34934017084637664,0.0014177012142741717,0.008,0.01,1
LOC105758925,0.34943624763430053,2.2316540742354715e-4,0.003,0.004,1
FBN2,0.34951246055512425,0.007197617612563302,0.012,0.014,1
GNA12,0.3496982177220971,0.013045295764161413,0.075,0.081,1
C3AR1,0.34985414142527627,5.093289849001691e-4,0.002,0.001,1
DNA2,0.34989202820402837,0.001785041317798709,0.002,0.001,1
ANKEF1,0.3500436013525505,0.001441272606629383,0.002,0.001,1
SOX10,0.35012915468693306,0.012069209536734876,0.006,0.005,1
ULK2,0.3502593824981212,0.031015570227769462,0.142,0.151,1
CRYBB1,0.3504606422760493,1.4328682491223082e-4,0.002,0.001,1
PARPBP,0.35066383218967073,0.03195930839531329,0.039,0.036,1
MRPL47,0.35106130368895444,0.027152023819581483,0.036,0.033,1
PTDSS2,0.35144353376508497,0.04472602724704461,0.137,0.134,1
HMGCR,0.3514826705721257,0.015056664521669372,0.109,0.116,1
SLITRK6,0.3515458827549918,0.007249519862529766,0.006,0.005,1
MFSD1,0.3516412420751891,0.05540825478910849,0.109,0.106,1
KDM8,0.35263516370767156,0.00767513481013395,0.008,0.006,1
NET1,0.35412153085509446,-0.0018560429663384559,0.013,0.015,1
NUCKS1,0.3542721721764983,0.043319890342237544,0.174,0.188,1
TXNDC12,0.3544062362094747,0.043860605295623856,0.066,0.063,1
FERMT2,0.35442839897916323,-0.004443771671599539,0.015,0.017,1
LOC101233732,0.35498080442952035,-0.0054817745647732785,0.013,0.015,1
LOC100190410,0.3550129393642959,0.0021173330271043386,0.009,0.01,1
FRY,0.3550489420868639,0.011754098968636661,0.748,0.796,1
LOC100227173,0.35513950680607653,0.015723846723636137,0.082,0.088,1
ALG11,0.35559671304866985,0.056938727526055,0.104,0.102,1
LMNA,0.3556178234779419,-0.0030376577803768318,0.034,0.037,1
EEPD1,0.355742201398591,0.039055862804496994,0.075,0.071,1
EDNRB,0.35585379449898985,0.01296328500580346,0.01,0.008,1
SMIM32,0.35598947454493673,0.05100139527873726,0.102,0.099,1
NAA60,0.3561799442733037,0.023972742908548783,0.08,0.086,1
LOC115496179,0.35627867864110585,0.00861004275083876,0.006,0.005,1
CDH7,0.35652073630852593,0.007815271059590234,0.167,0.176,1
LRRC23,0.3565405034038895,0.01281286512416038,0.012,0.01,1
LOC115493183,0.35698857967729114,0.0057377970653950255,0.008,0.007,1
NECTIN1,0.35699055629378773,0.054298307495115605,0.104,0.1,1
TBPL1,0.3572758713217427,0.049576617533704403,0.147,0.159,1
TNFAIP1,0.3573547413539353,0.03201026918932458,0.036,0.034,1
GET4,0.3575400887683256,0.038247959545271715,0.143,0.153,1
SNAPIN,0.35759864857638024,0.01527321953191306,0.028,0.031,1
LPCAT3,0.35833606893239667,0.015442483308583173,0.022,0.02,1
KCTD17,0.3587575683380157,0.010785795494683087,0.049,0.052,1
DERL1,0.3588639416207111,0.027946260482101415,0.05,0.047,1
MRTFA,0.3593416813441456,0.05683446502079659,0.352,0.365,1
LOC115496454,0.3594536495255192,-9.347881152754582e-4,0.003,0.004,1
LOC100222424,0.35945563458884405,0.038221731228151756,0.034,0.032,1
TIGD5,0.35952992338638295,-0.00137386100671609,0.011,0.013,1
RAB5C,0.35994892976197695,0.005726986302459582,0.017,0.02,1
NFIA,0.36059364999816307,-0.021207919719592683,0.283,0.295,1
LOC115493011,0.36081044166527937,0.043049185791261824,0.138,0.148,1
ANKRD22,0.3611249440509242,-0.0012094450157877148,0.013,0.015,1
C1AH12orf73,0.3615790028914835,0.003916215310751647,0.026,0.029,1
CD44,0.3615821676733433,0.005644848988617612,0.011,0.012,1
LOC115497821,0.3618069351591432,0.003089637396339596,0.005,0.007,1
DUSP28,0.36193724813500683,-0.003936090045998693,0.001,0.001,1
NTN3,0.36208576329826025,-0.0017512918286870685,0.001,0.001,1
NBN,0.36216749615436244,0.04881656204517976,0.143,0.14,1
RBP2,0.362184794616268,-0.0011640647196766159,0.001,0.001,1
GPR160,0.36223431663780115,-0.0010886691562974572,0.001,0.001,1
LOC115493524,0.3623019070515643,-0.0013329168128575469,0.004,0.005,1
CCNO,0.36253153783772313,-3.706690312459868e-4,0.001,0.001,1
IFNLR1,0.36268020569407683,7.513207678198708e-4,0.001,0.001,1
APIP,0.3627034980958189,0.02447625396130726,0.083,0.089,1
BLOC1S2,0.3627365813296301,0.04680750356838581,0.154,0.166,1
PCBD1,0.3628412932713878,-0.0025512049336775637,0.002,0.003,1
BLMH,0.3628955653177793,0.022547851482803596,0.041,0.044,1
LOC115497101,0.3629890855447211,-0.0016585753093440589,0.002,0.003,1
RRN3,0.36322108989705754,0.037620611768659135,0.052,0.049,1
EFCAB14,0.3632734834509978,0.05537032936858005,0.132,0.13,1
ICMT,0.36360600682093597,0.007337128668331777,0.034,0.037,1
LOC100217839,0.36402968567827626,0.017251138124477566,0.085,0.092,1
CDKL1,0.3641265203789609,0.01596896168889994,0.017,0.015,1
MEST,0.3646043058772008,0.009790590691128425,0.005,0.004,1
TMEM229B,0.36493993491386156,0.03618125163407021,0.154,0.165,1
LOC100229789,0.36581478533946515,0.014463610762125073,0.02,0.022,1
SLC35D3,0.36596110848121305,0.008485941013214015,0.005,0.004,1
BCL11A,0.3661331801122913,0.02761185978105396,0.733,0.768,1
PRR15,0.36637434252564194,-0.0018643549335299542,0.001,0.002,1
LOC115498140,0.36644485930985515,0.00371852046449294,0.019,0.021,1
LOC115496771,0.36655938614004185,0.004132227020655422,0.001,0.002,1
ERCC2,0.3667815153927067,-3.692286815723698e-4,0.001,0.002,1
CREB3L4,0.3668185450920437,-2.0718148744409016e-4,0.001,0.002,1
LOC100190436,0.3672627121441402,0.012012253731927658,0.044,0.048,1
DMTN,0.3673795220226391,0.017705422913130833,0.021,0.018,1
LOC115492145,0.3677926798938496,0.011378824161615841,0.033,0.037,1
CCDC181,0.36786583942128087,0.0250267852445262,0.024,0.022,1
PGR,0.36794040422905094,-0.0022358310556013037,0.004,0.005,1
MPP4,0.3680705738295151,0.006087227092989832,0.018,0.02,1
LOC100226157,0.3681164861691282,-0.0029739859125817066,0.006,0.007,1
SLC4A11,0.3683604052492009,-0.0015363954403731228,0.041,0.044,1
DNAH8,0.36848297419853715,0.0024502305772930097,0.001,0.001,1
LOC115496438,0.36853303216359895,0.002914835399989828,0.001,0.001,1
FGF22,0.3686265028255143,-0.003389554045460288,0.003,0.004,1
LOC115495288,0.36868323144763215,0.003123542591368061,0.001,0.001,1
SPC25,0.36873330633830986,0.00314540981441639,0.001,0.001,1
LOC115495255,0.36873330633830986,0.002166981317480406,0.001,0.001,1
LOC100218935,0.36883346881315593,0.0014331215978272808,0.001,0.001,1
UTP11,0.3688739749576431,-4.1862067999121066e-4,0.024,0.027,1
LOC100220557,0.36904344107803766,-7.649948074620154e-4,0.003,0.004,1
SLC22A31,0.3690839490416581,0.0013859501022872112,0.001,0.001,1
LOC100232309,0.36913405777948505,0.0014095548960178928,0.001,0.001,1
PIGQ,0.3691827995831048,0.016543109464003863,0.053,0.057,1
CUNH11orf98,0.36919066575464565,-6.328353860287315e-5,0.003,0.004,1
LOC100190237,0.36926185578162724,0.03356984745287925,0.033,0.031,1
VPS37B,0.36927981488220746,0.03545869875819452,0.067,0.064,1
F8,0.3693345350350283,-0.0029502155581816094,0.001,0.001,1
LOC115497863,0.3695224389995791,0.015035295136300392,0.047,0.051,1
IGSF9B,0.36992092213231703,0.016612859200441255,0.081,0.087,1
IRF2BPL,0.37007626016620165,0.017869784952227408,0.057,0.062,1
MARCKS,0.3701570572096855,0.05759303449723657,0.161,0.174,1
DCDC2,0.37027975250987316,-0.004960780936482695,0.004,0.005,1
PID1,0.37064555114841913,0.030340251105981805,0.024,0.022,1
MAP6D1,0.3706714276523752,0.010799845890164729,0.015,0.017,1
CAVIN2,0.3709408421138537,0.007274242972263666,0.012,0.01,1
PSMD3,0.37107735845531314,0.025282448088774,0.078,0.083,1
TMEM256,0.37134571269669914,0.01805292151520827,0.021,0.019,1
FAM155B,0.3714987054455994,0.013841527451169268,0.015,0.013,1
RPL15,0.3720702872599545,0.06739419130677626,0.153,0.153,1
PDE7B,0.37221807313104843,-0.009971255437271509,0.956,0.963,1
PPM1J,0.37229952287794077,0.006211705406215837,0.039,0.042,1
CREBRF,0.37273499441534264,0.034241005584841055,0.125,0.133,1
RASL10B,0.3727784786735273,0.043386880760711066,0.071,0.068,1
MAP3K1,0.3727874621071709,0.0230310664062765,0.151,0.16,1
MRPS22,0.372834658778261,0.01104299718847028,0.039,0.042,1
AURKAIP1,0.37317663410865226,0.037216048862562245,0.117,0.125,1
GLE1,0.3734499712429788,-0.004228952046916229,0.044,0.047,1
LOC115493313,0.37349313000584816,0.022671050951057953,0.031,0.029,1
PRSS12,0.3735118366085431,-0.0012981498601412206,0.019,0.021,1
ANTXR1,0.3737485701161964,0.02117928224969018,0.078,0.084,1
LOC115496815,0.37400886575428066,0.005256256708097326,0.002,0.001,1
ITGA4,0.3741213162343188,0.003954906594352218,0.002,0.001,1
MRVI1,0.37414581807795394,-0.0015946707064998494,0.004,0.003,1
LOC100221894,0.37425605219535774,0.003408687500615364,0.003,0.002,1
MITF,0.374456992273217,0.034935924362711424,0.617,0.662,1
BICC1,0.3745645456828756,0.054761268083708625,0.144,0.141,1
ADAM15,0.3745875717420173,0.001169518138742073,0.003,0.002,1
LOC115493594,0.3746780176654123,0.0019112400473459204,0.003,0.002,1
RFLNA,0.3747964582233112,0.0033612036965514937,0.002,0.001,1
IKBKE,0.3751343114551601,0.005845883244933682,0.002,0.001,1
LOC100232796,0.37517186231604066,0.002902390905325439,0.002,0.001,1
LOC115493192,0.37520941549935793,0.00205534265269204,0.002,0.001,1
TUFT1,0.37543478336824554,0.001811777924387865,0.002,0.001,1
LOC115492672,0.3755689635601388,0.006205829422221847,0.005,0.004,1
SGSM2,0.37562144019516264,0.031236619199433602,0.141,0.151,1
CMSS1,0.3761810164594545,0.07542509534977548,0.405,0.426,1
SNX33,0.37623181112292936,-0.0011768123919361842,0.016,0.018,1
SERAC1,0.37632248931487966,0.012306866023800378,0.092,0.098,1
CARD9,0.37642504421906237,0.0019403314338882656,0.009,0.011,1
P2RY8,0.37651482421462334,-0.0028499225870309633,0.002,0.003,1
LOC100226959,0.376748418944979,0.004641496296617798,0.009,0.011,1
CCSAP,0.3768824355242261,0.028716316475377063,0.084,0.09,1
ING2,0.37716018225872444,0.004696091579864781,0.027,0.03,1
OLFML2B,0.37723836168558883,0.019347470665655245,0.023,0.021,1
MEPCE,0.37734564388054603,0.01709847132156403,0.018,0.016,1
TM9SF3,0.37757448899240603,0.053812617547601915,0.179,0.192,1
ADCYAP1R1,0.3778120821697826,-0.02965512261942549,0.203,0.211,1
LOC100226809,0.37785668605860184,3.0970921191837697e-4,0.024,0.027,1
IL15RA,0.3778592551203916,0.008511478577255666,0.009,0.007,1
LOC115492417,0.3779528821430105,-8.995365789220078e-4,0.002,0.003,1
LOC115496138,0.37815892235706816,-6.39021105105159e-4,0.005,0.006,1
SHISA4,0.37840505177264083,0.02002576273711719,0.024,0.021,1
LOC100217663,0.3789526140862687,-0.004266093304274228,0.003,0.004,1
GORASP2,0.3790178928266594,0.015855936877216953,0.041,0.044,1
LOC100219398,0.379057007281823,0.014970345892509077,0.015,0.014,1
MLANA,0.3790905687341643,-0.0032988245631102656,0.015,0.017,1
RIOK3,0.37911764131687165,0.026226818276731317,0.048,0.045,1
GPX2,0.37938525017077945,0.006708230592619657,0.034,0.037,1
ATOX1,0.3793873463836963,0.010189942353856118,0.027,0.03,1
CUEDC1,0.3794589554853066,-5.676229414173367e-4,0.023,0.025,1
TMEM125,0.37948267962033067,9.42465685751015e-4,0.002,0.003,1
MFAP5,0.3796366612651534,-4.6267053703713014e-4,0.003,0.004,1
AP3B2,0.3798223518562929,0.016072863397243675,0.076,0.081,1
ADGRG3,0.38015019453265575,7.437829631027574e-4,0.003,0.004,1
PER2,0.38104004906241873,0.05552663051642215,0.256,0.278,1
LOC100224495,0.3810811805703793,0.0210248396821259,0.061,0.066,1
LYPD1,0.38147413120208445,0.03843473649316548,0.059,0.056,1
SS18L1,0.38187541483922527,0.014366240585634654,0.062,0.066,1
SLC39A10,0.38188031178916576,0.07733605908042906,0.349,0.368,1
LOC115495328,0.3819488970727856,-0.0026063959847062845,0.005,0.006,1
LOC100220695,0.382192835975441,-0.004265097766299998,0.008,0.01,1
UBR7,0.3822319416390009,0.04100728946839621,0.073,0.07,1
IMPA2,0.38228795026200024,0.07523239309458135,0.196,0.198,1
TLDC2,0.3826767022589799,-0.0018096832133920795,0.005,0.006,1
PCDH8,0.38278486891526986,0.0024826988574320544,0.01,0.011,1
GIT2,0.3828403424104239,0.0213320006389274,0.067,0.072,1
EMC6,0.3830305306973264,0.06648697665287168,0.147,0.147,1
VWA1,0.38307316965354404,0.01763223275658186,0.011,0.009,1
UIMC1,0.3840785210871092,0.06984526667204033,0.18,0.181,1
B3GNT9,0.38420328127428305,0.006520837885131251,0.007,0.006,1
NMRK1,0.38425063902864715,0.012128232409127193,0.041,0.045,1
TMEM170A,0.38440925193127884,0.010785400651629778,0.04,0.043,1
APEX1,0.3854947700742326,0.012810725346444403,0.011,0.01,1
NUDT1,0.3855546075667789,-9.030676607363862e-4,0.005,0.006,1
RBBP6,0.3859955794318885,0.04144846645570743,0.311,0.339,1
